belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,acad_1,acad_2,acad_3,acad_4,acad_5,acad_6,stress_1,stress_2,stress_3,stress_4,stress_5,stress_6,disc_1,disc_2,disc_3,disc_4,disc_5,disc_6,div_1,div_2,div_3,div_4,div_5,div_6,div_7,gender,first_gen,transfer,ethnicity,mother_edu,major,year,status,financial_challenge,college_gpa,total_belonging,total_academic,total_stress,total_discrimination,total_diversity
5,3,5,2,1,3,5,3,3,1,1,5,5,5,2,2,3,5,1,4,5,1,2,3,1,2,1,3,5,5,3,Female,No,Yes,African American,Graduate,STEM,Freshman,Domestic,To some extent,2.94,3.166666667,3,3.666666667,2.666666667,2.857142857
1,3,1,1,5,3,1,3,1,1,3,1,3,3,1,4,5,4,4,5,2,2,5,3,1,3,4,1,4,1,2,Female,Yes,No,African American,College,Non-STEM,Senior,International,To a large extent,3.31,2.333333333,1.666666667,3.333333333,3.5,2.285714286
2,1,5,4,5,3,3,1,5,1,4,3,3,5,2,4,2,1,1,2,5,1,2,5,3,3,3,1,2,5,5,Male,No,Yes,Latino,College,Non-STEM,Freshman,International,To a small extent,2.51,3.333333333,2.833333333,2.833333333,2.666666667,3.142857143
4,2,1,5,5,4,3,1,4,4,4,5,1,2,1,5,5,1,4,2,1,3,2,2,5,1,4,2,4,3,5,Male,No,Yes,White,Graduate,Non-STEM,Sophomore,Domestic,To a small extent,2.67,3.5,3.5,2.5,2.333333333,3.428571429
5,3,2,1,5,3,5,2,1,2,5,4,4,2,3,2,4,5,1,1,4,3,4,2,4,2,3,1,2,3,4,Female,No,No,Asian,Less than College,STEM,Sophomore,Domestic,To some extent,3.11,3.166666667,3.166666667,3.333333333,2.5,2.714285714
3,5,4,5,2,4,4,5,3,3,4,5,4,1,5,3,4,1,3,3,2,2,2,5,3,4,1,5,5,2,4,Male,No,Yes,Latino,College,STEM,Sophomore,International,To a large extent,3.19,3.833333333,4,3,2.833333333,3.428571429
4,3,3,5,3,4,2,4,3,4,1,1,5,3,5,2,3,3,5,4,3,4,1,4,2,2,3,4,1,1,3,Male,No,Yes,Latino,College,Non-STEM,Freshman,Domestic,To a small extent,3.19,3.666666667,2.5,3.5,3.5,2.285714286
3,1,5,2,4,2,4,5,2,2,3,3,5,2,5,5,4,4,4,2,5,1,5,1,4,4,1,2,4,3,1,Male,No,No,Asian,College,Non-STEM,Freshman,Domestic,To a large extent,2.93,2.833333333,3.166666667,4.166666667,3,2.714285714
4,3,5,3,3,4,1,2,3,4,5,3,4,1,5,4,5,3,3,1,4,4,5,1,5,5,5,5,2,2,3,Male,No,Yes,Asian,Graduate,Non-STEM,Senior,International,To a large extent,3.29,3.666666667,3,3.666666667,3,3.857142857
3,5,5,4,5,3,5,5,4,2,5,1,1,3,1,5,3,3,1,4,4,5,2,4,5,5,2,5,5,1,1,Male,Yes,No,African American,Less than College,Non-STEM,Junior,Domestic,To a large extent,3.85,4.166666667,3.666666667,2.666666667,3.333333333,3.428571429
3,3,5,3,1,4,2,2,5,1,1,2,5,3,4,2,5,3,5,3,5,3,2,4,1,5,2,4,5,2,2,Female,Yes,No,Latino,College,Non-STEM,Freshman,Domestic,To some extent,2.91,3.166666667,2.166666667,3.666666667,3.666666667,3
5,3,3,4,4,4,4,3,3,2,1,2,3,5,4,3,5,3,3,5,2,2,3,5,2,4,3,4,4,3,1,Female,Yes,Yes,White,Less than College,STEM,Freshman,Domestic,To a large extent,3.93,3.833333333,2.5,3.833333333,3.333333333,3
1,4,3,3,2,1,4,2,2,3,4,4,4,4,2,2,2,2,1,2,3,5,4,1,3,2,2,2,2,1,5,Male,Yes,Yes,Latino,College,STEM,Senior,International,To some extent,3.49,2.333333333,3.166666667,2.666666667,2.666666667,2.428571429
1,3,5,5,5,3,4,1,1,3,2,3,5,2,1,2,3,4,5,2,5,1,3,5,3,4,4,1,2,4,2,Male,No,No,Latino,College,STEM,Senior,Domestic,To a small extent,2.28,3.666666667,2.333333333,2.833333333,3.5,2.857142857
4,3,1,3,4,4,2,4,3,5,1,5,3,5,1,2,1,5,2,4,3,2,5,1,4,2,4,4,3,5,4,Female,Yes,Yes,Latino,Graduate,Non-STEM,Freshman,International,To a large extent,3.18,3.166666667,3.333333333,2.833333333,2.833333333,3.714285714
5,1,2,4,5,1,1,1,5,4,5,1,2,2,3,1,4,3,5,4,4,4,2,5,5,2,2,3,2,3,5,Male,No,Yes,African American,Graduate,Non-STEM,Freshman,Domestic,To a small extent,3.31,3,2.833333333,2.5,4,3.142857143
1,5,2,1,3,3,2,5,3,4,1,2,5,4,3,2,3,3,5,3,4,3,5,4,3,1,2,5,4,2,4,Female,Yes,Yes,White,Graduate,STEM,Sophomore,International,To a large extent,3.23,2.5,2.833333333,3.333333333,4,3
3,3,5,5,4,5,5,5,2,2,4,1,1,4,4,3,3,2,4,5,3,1,1,1,5,2,5,1,4,5,4,Female,No,Yes,Latino,Less than College,Non-STEM,Junior,International,To a large extent,2.52,4.166666667,3.166666667,2.833333333,2.5,3.714285714
4,5,3,5,4,5,1,1,4,1,1,2,5,5,2,2,1,5,5,1,5,4,4,1,2,3,5,4,1,4,5,Female,No,Yes,Asian,Less than College,STEM,Senior,Domestic,To a large extent,3.32,4.333333333,1.666666667,3.333333333,3.333333333,3.428571429
1,3,4,3,2,3,4,5,4,3,2,4,3,2,1,2,2,5,4,2,1,4,1,5,4,2,1,3,5,4,3,Male,Yes,Yes,Asian,College,Non-STEM,Sophomore,Domestic,To some extent,2.87,2.666666667,3.666666667,2.5,2.833333333,3.142857143
2,4,3,4,5,1,5,3,5,1,1,3,3,2,4,5,3,1,3,2,2,2,2,2,2,1,5,4,3,5,1,Female,Yes,No,White,College,Non-STEM,Sophomore,Domestic,To a large extent,3.46,3.166666667,3,3,2.166666667,3
1,2,2,3,4,5,2,5,3,3,5,2,2,5,2,3,3,5,4,4,1,4,3,3,5,4,5,4,5,3,2,Female,No,No,African American,Less than College,Non-STEM,Freshman,Domestic,To some extent,2.86,2.833333333,3.333333333,3.333333333,3.166666667,4
3,2,5,4,1,1,2,5,3,4,2,5,5,1,1,2,1,5,3,1,5,5,5,2,5,5,1,3,1,3,2,Male,No,Yes,Asian,Less than College,Non-STEM,Freshman,Domestic,To a large extent,3.87,2.666666667,3.5,2.5,3.5,2.857142857
5,4,1,1,3,1,4,5,3,1,5,2,3,2,3,3,1,4,5,5,2,4,4,2,5,4,4,5,1,2,3,Male,No,Yes,White,Less than College,STEM,Freshman,Domestic,To some extent,2.68,2.5,3.333333333,2.666666667,3.666666667,3.428571429
4,1,5,1,3,3,1,4,1,4,4,2,4,4,5,1,5,4,4,4,4,5,5,3,1,1,4,5,2,4,4,Male,No,Yes,Other,Graduate,STEM,Senior,International,To some extent,3.52,2.833333333,2.666666667,3.833333333,4.166666667,3
3,5,4,3,1,1,4,1,4,2,2,2,4,4,5,5,1,2,1,5,3,2,4,1,1,3,2,1,4,2,2,Female,No,Yes,African American,College,STEM,Senior,International,To a small extent,2.72,2.833333333,2.5,3.5,2.666666667,2.142857143
3,1,2,2,2,2,3,2,4,1,5,5,2,2,5,3,5,4,2,2,4,3,4,3,5,4,1,5,4,4,2,Female,No,Yes,African American,College,STEM,Freshman,International,To a large extent,3.48,2,3.333333333,3.5,3,3.571428571
2,5,1,1,5,1,5,4,3,5,2,2,2,1,1,1,2,3,1,1,4,2,3,2,4,1,4,4,5,4,3,Male,Yes,No,Asian,Graduate,STEM,Senior,Domestic,To a large extent,3.13,2.5,3.5,1.666666667,2.166666667,3.571428571
3,1,1,3,2,3,5,3,3,2,1,1,5,3,1,3,1,3,4,3,2,2,5,1,5,4,4,1,1,2,1,Male,No,No,African American,College,STEM,Sophomore,Domestic,To some extent,2.99,2.166666667,2.5,2.666666667,2.833333333,2.571428571
2,1,5,2,2,2,1,4,5,4,4,5,4,1,4,5,2,4,5,2,2,5,3,5,2,2,3,1,2,5,3,Male,No,Yes,Other,Graduate,STEM,Junior,Domestic,To some extent,3.3,2.333333333,3.833333333,3.333333333,3.666666667,2.571428571
3,5,5,1,1,2,3,3,1,4,1,2,5,1,1,1,3,3,4,5,3,4,2,1,2,4,4,4,4,1,2,Male,No,No,Other,College,STEM,Senior,International,To a large extent,2.93,2.833333333,2.333333333,2.333333333,3.166666667,3
1,4,2,5,5,3,1,3,4,4,1,3,4,3,3,5,1,5,5,2,1,4,1,5,1,5,3,2,2,3,5,Female,Yes,Yes,Other,Graduate,STEM,Sophomore,Domestic,To a small extent,3.47,3.333333333,2.666666667,3.5,3,3
4,5,3,3,1,1,5,3,1,3,2,2,5,1,4,1,5,4,4,5,4,3,4,2,3,4,1,4,2,5,4,Male,Yes,No,Other,College,STEM,Sophomore,International,To a small extent,3.45,2.833333333,2.666666667,3.333333333,3.666666667,3.285714286
5,5,5,4,5,5,5,5,3,2,3,2,1,1,4,2,5,5,5,2,5,1,4,5,3,4,5,2,5,2,4,Male,No,Yes,African American,Less than College,Non-STEM,Freshman,Domestic,To a large extent,3.43,4.833333333,3.333333333,3,3.666666667,3.571428571
2,5,5,4,1,1,2,5,4,3,2,2,5,5,3,2,1,5,5,4,2,1,5,2,5,4,5,2,5,3,5,Female,No,Yes,Asian,Less than College,Non-STEM,Freshman,Domestic,To some extent,3.77,3,3,3.5,3.166666667,4.142857143
5,5,4,5,5,3,1,1,3,2,3,5,3,1,3,4,5,4,1,1,5,5,1,4,1,2,1,4,2,5,2,Male,Yes,Yes,Asian,College,Non-STEM,Freshman,Domestic,To a small extent,3.16,4.5,2.5,3.333333333,2.833333333,2.428571429
4,3,4,4,2,2,4,5,2,1,4,3,3,2,1,1,5,3,3,3,3,1,2,3,4,1,3,4,3,5,4,Male,No,No,African American,Graduate,STEM,Senior,Domestic,To some extent,3.21,3.166666667,3.166666667,2.5,2.5,3.428571429
2,4,2,4,3,1,2,5,4,3,3,3,2,4,2,1,2,3,1,3,5,1,4,4,3,5,4,2,4,2,5,Male,Yes,Yes,African American,College,Non-STEM,Senior,Domestic,To some extent,3.38,2.666666667,3.333333333,2.333333333,3,3.571428571
3,3,3,1,4,3,5,5,5,2,1,3,5,1,4,2,2,4,2,4,5,5,4,4,3,1,3,4,5,5,4,Male,No,Yes,Other,College,Non-STEM,Freshman,International,To some extent,2.63,2.833333333,3.5,3,4,3.571428571
2,2,4,5,2,3,2,3,1,1,4,4,1,4,2,4,3,1,4,2,5,2,2,2,1,2,2,2,3,2,5,Female,No,No,Other,Less than College,Non-STEM,Sophomore,International,To a small extent,3.7,3,2.5,2.5,2.833333333,2.428571429
5,5,5,4,5,2,5,2,5,2,1,3,2,2,2,2,3,1,5,3,3,2,4,3,3,2,5,4,1,3,4,Female,Yes,Yes,Other,College,STEM,Junior,International,To a large extent,3.59,4.333333333,3,2,3.333333333,3.142857143
4,2,1,2,3,4,3,2,1,5,2,2,2,4,1,5,1,1,3,3,2,5,4,5,1,2,1,2,5,2,5,Male,Yes,Yes,Latino,Graduate,Non-STEM,Freshman,International,To a small extent,2.93,2.666666667,2.5,2.333333333,3.666666667,2.571428571
3,4,3,1,4,3,4,2,3,2,2,1,4,2,2,5,2,5,1,1,2,5,4,4,1,2,3,3,1,4,2,Female,No,No,White,Less than College,STEM,Freshman,International,To some extent,2.45,3,2.333333333,3.333333333,2.833333333,2.285714286
1,2,5,2,4,1,2,5,5,5,3,3,2,2,3,1,3,3,3,4,3,2,3,1,4,3,4,3,4,5,5,Female,No,Yes,African American,Graduate,STEM,Sophomore,International,To some extent,2.92,2.5,3.833333333,2.333333333,2.666666667,4
3,1,4,3,3,4,4,5,5,5,5,5,4,5,3,4,5,5,2,5,4,5,1,2,4,3,5,2,3,4,3,Male,No,No,African American,College,Non-STEM,Senior,International,To a small extent,2.99,3,4.833333333,4.333333333,3.166666667,3.428571429
3,4,1,4,5,1,3,5,4,1,1,3,2,2,4,2,1,5,2,1,3,3,2,2,3,2,4,5,2,3,3,Male,Yes,Yes,White,College,STEM,Junior,International,To some extent,3.05,3,2.833333333,2.666666667,2.166666667,3.142857143
1,3,4,4,3,3,1,3,5,4,2,4,4,4,1,5,4,5,1,2,2,3,3,5,1,2,5,3,2,1,5,Male,No,Yes,African American,College,Non-STEM,Freshman,International,To a large extent,2.42,3,3.166666667,3.833333333,2.666666667,2.714285714
3,2,3,2,3,2,3,3,4,4,1,4,5,2,5,1,3,1,4,4,1,3,1,3,5,4,3,3,4,3,3,Female,No,Yes,White,Graduate,Non-STEM,Sophomore,International,To a large extent,2.75,2.5,3.166666667,2.833333333,2.666666667,3.571428571
3,4,3,5,2,5,3,4,4,4,2,3,1,4,4,5,3,4,4,5,1,1,3,3,1,4,4,5,5,3,4,Male,No,Yes,Other,Graduate,STEM,Junior,International,To a large extent,3.15,3.666666667,3.333333333,3.5,2.833333333,3.714285714
5,3,4,4,3,1,2,4,1,1,5,4,2,2,2,2,1,5,2,4,1,2,5,3,3,2,5,3,1,4,2,Female,No,Yes,Latino,Graduate,STEM,Junior,International,To some extent,2.69,3.333333333,2.833333333,2.333333333,2.833333333,2.857142857
1,2,2,5,3,4,4,2,1,4,3,4,2,4,4,4,3,1,5,3,1,4,1,5,5,2,5,5,3,3,1,Male,No,Yes,White,Graduate,STEM,Junior,Domestic,To a large extent,3.49,2.833333333,3,3,3.166666667,3.428571429
2,1,1,1,3,2,5,3,1,4,4,2,5,4,4,4,3,2,4,3,1,3,5,2,1,2,4,5,3,1,1,Male,Yes,Yes,Asian,Less than College,Non-STEM,Junior,Domestic,To a large extent,2.97,1.666666667,3.166666667,3.666666667,3,2.428571429
3,3,2,2,5,1,1,5,4,5,4,1,1,3,2,1,3,4,5,1,5,5,1,2,5,5,4,5,1,5,1,Female,Yes,No,Other,Graduate,STEM,Junior,International,To a large extent,3.76,2.666666667,3.333333333,2.333333333,3.166666667,3.714285714
3,1,3,4,3,1,1,3,4,3,1,1,2,2,1,1,2,4,5,5,3,1,4,2,4,5,1,1,2,2,3,Male,Yes,No,Latino,Less than College,STEM,Junior,International,To a small extent,3.27,2.5,2.166666667,2,3.333333333,2.571428571
5,5,4,3,4,3,1,4,2,3,3,1,4,5,4,2,3,4,4,2,4,5,5,2,1,5,4,2,3,3,3,Female,No,No,Other,Less than College,Non-STEM,Freshman,International,To a small extent,3.46,4,2.333333333,3.666666667,3.666666667,3
3,4,5,4,5,3,2,5,3,3,3,3,3,2,3,1,2,2,4,2,1,3,3,4,2,3,4,4,2,2,4,Male,No,Yes,Other,Less than College,STEM,Freshman,International,To some extent,3.01,4,3.166666667,2.166666667,2.833333333,3
5,4,1,1,1,5,1,1,2,2,4,2,1,4,4,3,5,1,1,3,4,5,2,1,4,2,1,3,4,1,2,Female,No,No,Other,Less than College,STEM,Freshman,International,To a small extent,3.78,2.833333333,2,3,2.666666667,2.428571429
5,4,2,1,3,4,4,2,2,2,1,5,3,5,1,4,4,5,3,1,5,5,1,1,5,2,4,2,1,5,1,Male,No,Yes,Asian,Less than College,STEM,Senior,Domestic,To a small extent,3.8,3.166666667,2.666666667,3.666666667,2.666666667,2.857142857
3,4,4,5,2,2,2,3,5,1,3,1,2,2,2,5,4,4,4,3,3,3,3,5,2,3,4,1,2,1,4,Male,Yes,No,Asian,College,Non-STEM,Freshman,Domestic,To a small extent,3.53,3.333333333,2.5,3.166666667,3.5,2.428571429
3,1,4,5,4,2,4,4,1,4,2,5,1,2,1,5,5,1,2,1,2,5,3,2,5,2,5,1,5,1,3,Male,Yes,Yes,Latino,Less than College,Non-STEM,Junior,International,To a small extent,3.76,3.166666667,3.333333333,2.5,2.5,3.142857143
3,5,3,2,3,5,2,3,2,2,4,4,2,1,3,3,1,4,2,3,2,4,2,4,2,2,4,1,4,4,2,Female,Yes,Yes,Latino,College,Non-STEM,Junior,International,To a large extent,2.89,3.5,2.833333333,2.333333333,2.833333333,2.714285714
1,1,4,3,5,5,1,4,2,1,5,3,3,1,2,5,4,2,5,1,3,3,2,5,5,2,1,3,5,2,4,Female,No,Yes,Latino,Graduate,Non-STEM,Senior,International,To a small extent,2.94,3.166666667,2.666666667,2.833333333,3.166666667,3.142857143
4,4,2,4,1,1,5,1,1,2,4,5,2,2,3,5,1,2,1,5,2,3,3,2,1,5,1,4,2,2,4,Female,No,No,African American,Less than College,Non-STEM,Junior,International,To a large extent,3.37,2.666666667,3,2.5,2.666666667,2.714285714
4,5,5,4,4,5,1,3,3,2,4,4,4,5,2,2,4,4,2,4,5,4,1,5,4,4,4,2,1,4,5,Female,No,No,Asian,Graduate,Non-STEM,Freshman,International,To a large extent,3.54,4.5,2.833333333,3.5,3.5,3.428571429
5,1,4,3,3,2,5,1,4,3,2,3,1,3,2,5,5,2,5,2,2,2,2,1,4,2,2,1,5,5,5,Female,Yes,No,Other,Graduate,Non-STEM,Freshman,Domestic,To some extent,3.55,3,3,3,2.333333333,3.428571429
1,4,1,5,3,2,5,4,3,4,4,3,3,4,2,3,5,4,4,2,1,1,2,5,1,2,5,2,3,2,5,Male,Yes,Yes,Asian,College,Non-STEM,Freshman,Domestic,To a small extent,3.88,2.666666667,3.833333333,3.5,2.5,2.857142857
1,1,3,5,5,5,2,3,3,1,1,4,4,5,2,2,5,4,2,4,3,2,1,1,2,1,1,4,3,1,3,Female,No,Yes,Latino,Less than College,STEM,Senior,Domestic,To a small extent,3.07,3.333333333,2.333333333,3.666666667,2.166666667,2.142857143
2,2,5,2,2,1,5,5,2,3,2,3,4,3,3,2,4,4,3,5,2,1,1,4,4,1,2,2,3,4,3,Female,Yes,No,White,Less than College,Non-STEM,Senior,International,To a small extent,2.31,2.333333333,3.333333333,3.333333333,2.666666667,2.714285714
2,4,3,4,4,2,2,3,4,4,3,1,3,4,4,3,2,3,4,1,3,4,4,5,2,2,1,2,1,5,4,Male,Yes,Yes,White,College,STEM,Sophomore,International,To some extent,3.52,3.166666667,2.833333333,3.166666667,3.5,2.428571429
4,3,1,5,3,2,1,2,3,5,2,2,4,3,2,1,4,5,1,1,5,3,2,5,4,1,2,2,5,5,2,Female,Yes,No,Other,College,STEM,Sophomore,International,To a large extent,3.81,3,2.5,3.166666667,2.833333333,3
1,2,5,1,3,2,4,3,4,3,2,2,2,5,2,2,5,4,4,2,3,4,4,3,4,4,5,5,3,3,5,Female,No,No,Latino,College,STEM,Freshman,Domestic,To some extent,3.06,2.333333333,3,3.333333333,3.333333333,4.142857143
3,3,4,2,5,2,5,5,4,4,4,5,5,5,3,1,2,4,3,3,4,3,1,4,5,1,4,3,2,5,1,Male,No,Yes,Other,Less than College,STEM,Sophomore,Domestic,To a large extent,3.12,3.166666667,4.5,3.333333333,3,3
5,2,4,2,3,1,5,2,5,5,3,3,5,4,4,3,4,1,4,4,3,2,4,1,1,5,1,3,1,4,4,Female,Yes,No,Other,Graduate,Non-STEM,Sophomore,Domestic,To a small extent,3.16,2.833333333,3.833333333,3.5,3,2.714285714
2,5,4,3,4,5,1,2,1,2,3,2,5,4,2,2,5,3,4,1,5,5,4,5,5,2,4,2,2,3,1,Male,No,No,Asian,Less than College,Non-STEM,Senior,Domestic,To some extent,3.04,3.833333333,1.833333333,3.5,4,2.714285714
3,5,5,1,5,5,2,3,5,3,3,2,3,3,3,1,5,5,1,1,3,2,3,5,1,4,5,3,4,3,1,Male,Yes,No,White,Graduate,STEM,Sophomore,Domestic,To some extent,2.4,4,3,3.333333333,2.5,3
5,2,4,3,2,3,5,4,4,4,3,1,2,1,2,5,2,5,2,2,4,2,4,1,1,1,4,2,1,5,1,Female,No,Yes,Latino,Less than College,Non-STEM,Senior,Domestic,To a small extent,2.78,3.166666667,3.5,2.833333333,2.5,2.142857143
1,3,3,2,2,2,4,4,3,4,4,1,4,3,3,2,5,4,1,3,2,5,3,2,2,2,5,3,4,3,1,Male,No,Yes,White,Less than College,STEM,Freshman,Domestic,To a large extent,3.6,2.166666667,3.333333333,3.5,2.666666667,2.857142857
2,2,4,2,3,2,1,1,4,4,3,3,4,5,2,3,5,2,1,3,4,3,2,4,1,2,4,4,5,3,1,Male,Yes,Yes,Latino,College,STEM,Junior,International,To some extent,3,2.5,2.666666667,3.5,2.833333333,2.857142857
2,3,4,1,2,5,2,1,5,2,2,1,3,5,1,2,4,3,2,2,4,1,2,4,2,2,2,2,4,1,1,Male,No,Yes,White,Less than College,Non-STEM,Junior,International,To a large extent,3.27,2.833333333,2.166666667,3,2.5,2
4,4,3,5,3,1,4,2,2,3,5,4,3,3,1,3,1,2,1,4,3,1,2,4,4,1,4,4,4,2,1,Male,Yes,No,Asian,College,Non-STEM,Senior,Domestic,To a large extent,3.69,3.333333333,3.333333333,2.166666667,2.5,2.857142857
2,1,1,2,1,2,1,4,4,1,3,4,4,2,3,4,1,5,5,4,5,3,5,1,1,2,1,1,3,1,3,Female,Yes,Yes,African American,Less than College,STEM,Senior,International,To a small extent,3.11,1.5,2.833333333,3.166666667,3.833333333,1.714285714
1,4,3,4,3,2,5,4,2,3,5,4,1,4,1,5,3,4,2,1,4,5,5,2,3,4,2,3,2,2,1,Male,No,Yes,Other,Less than College,STEM,Freshman,Domestic,To a large extent,3.1,2.833333333,3.833333333,3,3.166666667,2.428571429
4,3,4,2,5,5,5,3,2,2,4,3,3,5,4,3,4,4,2,4,1,2,4,1,1,2,4,5,2,2,5,Female,No,Yes,Other,Less than College,STEM,Sophomore,Domestic,To a small extent,3.97,3.833333333,3.166666667,3.833333333,2.333333333,3
5,5,4,4,1,2,4,4,3,4,3,3,2,4,1,3,1,2,3,5,4,5,4,4,1,1,4,1,4,1,2,Male,Yes,No,White,Less than College,STEM,Freshman,Domestic,To a small extent,3.3,3.5,3.5,2.166666667,4.166666667,2
2,4,1,1,1,2,2,3,5,5,4,2,1,4,3,3,2,1,3,5,4,3,2,5,1,4,3,3,5,4,4,Female,No,Yes,Latino,Graduate,STEM,Sophomore,Domestic,To a small extent,3.38,1.833333333,3.5,2.333333333,3.666666667,3.428571429
4,4,2,5,1,5,2,1,3,1,2,4,2,3,5,3,4,5,5,1,4,2,2,3,1,2,4,1,1,2,1,Female,No,No,Other,Graduate,STEM,Sophomore,Domestic,To a large extent,3.22,3.5,2.166666667,3.666666667,2.833333333,1.714285714
1,5,5,3,2,3,5,4,4,3,2,3,3,5,3,4,5,3,5,3,4,3,5,5,4,4,5,5,2,1,3,Male,No,No,Latino,Less than College,Non-STEM,Senior,International,To some extent,3.33,3.166666667,3.5,3.833333333,4.166666667,3.428571429
1,5,1,2,4,2,3,3,1,3,5,1,5,1,2,3,1,1,4,5,1,3,3,5,5,5,3,4,1,4,2,Female,No,No,Asian,Less than College,STEM,Sophomore,International,To some extent,3.37,2.5,2.666666667,2.166666667,3.5,3.428571429
3,3,3,2,4,3,5,4,1,5,4,4,2,3,3,5,2,1,5,4,1,3,2,1,5,5,3,5,1,2,4,Male,Yes,Yes,African American,Graduate,STEM,Freshman,Domestic,To a large extent,3.36,3,3.833333333,2.666666667,2.666666667,3.571428571
4,5,2,2,5,4,2,2,4,4,5,3,1,2,1,4,5,3,4,3,3,1,5,4,1,4,5,1,4,3,3,Female,Yes,No,African American,Graduate,Non-STEM,Senior,International,To a small extent,2.5,3.666666667,3.333333333,2.666666667,3.333333333,3
5,5,4,2,2,1,1,3,5,4,4,1,5,3,3,1,4,4,5,4,4,3,2,2,1,5,1,4,5,5,5,Male,No,No,African American,Less than College,STEM,Junior,Domestic,To a large extent,2.83,3.166666667,3,3.333333333,3.333333333,3.714285714
1,4,1,3,2,3,5,4,5,4,5,2,4,3,2,5,2,3,4,4,3,1,5,5,4,1,4,2,4,3,2,Male,Yes,Yes,Latino,College,STEM,Senior,Domestic,To some extent,2.65,2.333333333,4.166666667,3.166666667,3.666666667,2.857142857
1,1,1,1,1,3,4,1,5,5,5,3,3,5,4,1,1,5,3,4,5,1,3,4,1,3,5,4,2,3,2,Female,Yes,Yes,Latino,College,STEM,Junior,International,To a large extent,3.5,1.333333333,3.833333333,3.166666667,3.333333333,2.857142857
3,1,1,3,5,5,3,3,3,5,1,3,1,2,4,4,4,3,2,5,5,4,4,3,2,2,4,2,2,3,2,Female,Yes,Yes,Asian,College,STEM,Junior,International,To a small extent,2.45,3,3,3,3.833333333,2.428571429
4,5,3,3,3,2,1,1,4,4,2,1,1,4,1,1,4,2,4,3,2,4,2,2,4,5,1,4,5,1,3,Female,Yes,No,Latino,Graduate,STEM,Freshman,International,To a large extent,3.18,3.333333333,2.166666667,2.166666667,2.833333333,3.285714286
5,3,2,2,5,1,1,4,4,4,2,5,4,1,2,1,1,4,3,1,2,4,2,5,4,4,1,1,2,1,3,Female,No,No,African American,College,Non-STEM,Senior,Domestic,To a small extent,3.37,3,3.333333333,2.166666667,2.833333333,2.285714286
2,5,5,1,3,4,2,4,4,4,2,4,1,2,5,3,2,4,1,2,2,3,1,5,5,5,4,2,1,1,5,Female,No,No,Other,Graduate,Non-STEM,Sophomore,Domestic,To some extent,3.35,3.333333333,3.333333333,2.833333333,2.333333333,3.285714286
3,4,1,3,3,5,1,1,1,1,1,1,5,1,3,2,3,2,2,4,4,1,3,1,4,3,5,1,1,5,3,Female,Yes,No,Asian,Less than College,Non-STEM,Senior,International,To a small extent,2.88,3.166666667,1,2.666666667,2.5,3.142857143
1,1,3,3,1,3,4,5,2,4,3,3,3,3,5,5,4,5,2,1,3,2,1,1,2,4,3,4,5,5,4,Female,No,Yes,Other,College,STEM,Sophomore,International,To a small extent,3.22,2,3.5,4.166666667,1.666666667,3.857142857
2,2,4,4,3,4,2,5,5,2,4,1,4,1,1,4,5,4,3,2,2,1,4,2,1,2,5,2,5,5,2,Female,Yes,Yes,Other,Less than College,STEM,Freshman,International,To a large extent,4,3.166666667,3.166666667,3.166666667,2.333333333,3.142857143
4,2,4,4,4,4,1,4,4,1,2,3,5,4,3,5,1,2,2,3,5,4,1,1,5,3,5,4,2,4,4,Male,Yes,No,Latino,Graduate,STEM,Freshman,International,To a small extent,2.83,3.666666667,2.5,3.333333333,2.666666667,3.857142857
3,4,3,2,3,4,2,1,1,1,4,3,1,4,5,3,3,3,5,3,2,3,3,4,3,4,4,1,1,1,2,Female,Yes,No,Other,Graduate,Non-STEM,Freshman,International,To some extent,3.43,3.166666667,2,3.166666667,3.333333333,2.285714286
5,4,5,1,2,1,4,2,2,4,4,1,1,3,4,5,4,1,2,4,1,5,1,3,4,5,3,4,1,5,1,Male,Yes,No,Asian,College,Non-STEM,Freshman,International,To a large extent,2.46,3,2.833333333,3,2.666666667,3.285714286
1,2,5,2,4,2,2,2,5,1,4,4,3,4,4,5,2,4,3,3,2,3,4,1,1,1,1,1,4,2,4,Female,No,Yes,Other,Less than College,Non-STEM,Sophomore,International,To some extent,3.25,2.666666667,3,3.666666667,2.666666667,2
1,3,5,3,3,5,4,4,5,3,4,2,1,5,1,3,5,2,1,4,4,3,3,3,1,5,1,5,3,2,4,Male,Yes,No,Other,Less than College,Non-STEM,Senior,International,To some extent,3.81,3.333333333,3.666666667,2.833333333,3,3
5,1,5,1,1,2,3,2,1,1,3,2,1,2,1,1,1,5,4,5,4,5,5,3,2,1,5,4,3,4,5,Female,Yes,Yes,Asian,Less than College,Non-STEM,Sophomore,Domestic,To some extent,3.51,2.5,2,1.833333333,4.333333333,3.428571429
1,5,4,4,5,1,2,5,1,3,3,1,5,3,2,5,3,3,5,2,4,2,1,2,4,4,3,5,1,4,2,Male,No,Yes,African American,Graduate,STEM,Senior,Domestic,To a small extent,3.26,3.333333333,2.5,3.5,2.666666667,3.285714286
2,3,4,5,4,3,3,4,5,4,2,4,3,5,1,1,3,4,3,2,3,5,4,4,4,5,1,4,1,1,2,Female,No,Yes,White,Graduate,STEM,Junior,International,To some extent,3.79,3.5,3.666666667,2.833333333,3.5,2.571428571
